订阅数,问题,话题一,话题二,话题三,话题四,话题五,话题六,回答内容,浏览量,赞同数,作者被订阅数,作者回答数,图片数,外链数
5,"Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?",Tolerance,Liberalism (politics),Democratic Party (US politics),1!,1!,1!,"Conservatives have developed a meme among themselves that “tolerance is a liberal value”, in order to have a retort to liberal opposition to them which says that “oh, conservatism’s just another persecuted minority with a distinctive suppressed viewpoint, you libs are supposed to tolerate minorities with non-mainstream viewpoints”.Except conservatives are those with power, those with social status who want to preserve the current hierarchies. Liberals/the left do not have to “tolerate” political and social domination in the sense of submit to it. The namby-pamby “tolerance” of the conservative meme isn’t a liberal value; solidarity among and empowerment of the oppressed, non-default and marginalized is. Flattening of hierarchies is. Opposing the current set up of society with its rules of subordination is.That is what conservatives dislike. This is what, as conservatives, they can’t “tolerate” (bah, that word and the framing that goes with it — none of this on either side is about tolerance, and it shouldn’t be).Conservatives want to make their views in support of the current hierarchies seem edgy, countercultural, and subversive. But, say, hinting that there is evidence that black people’s levels of intelligence are lower than white people’s is not “what the powerful don’t want you to hear”, something “no one is allowed to say”. It is actually exactly the sort of thing powerful white Americans have been saying for centuries, precisely because they wanted lower status whites to hear it, believe it, and therefore feel invested in the hierarchy that kept the powerful whites powerful and black people down.That sentence right there is what is actually still somewhat edgy to say, even in 2018. And the fact that liberals are slightly bolder about saying so after hemming and hawing in the wake of Reagan is why conservatives are “intolerant of” (really, want to squash) the liberals.",4k,171,3.4k,"6,951",0,0
5,"Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?",Tolerance,Liberalism (politics),Democratic Party (US politics),1!,1!,1!,"Your premise, it is false.For the most part, those Republicans who are not tolerant of liberal views do not expect tolerance from the left. They expect (or at least demand) submission.The intolerant segment of the Republican party is basically the religious right folks who started taking over in the 1980’s. They don’t see Democrats as the “loyal opposition” deserving of tolerance even if their political ideas are unworkable. They see Democrats as an existential threat to their religion, social order, and way of life, who need to be utterly defeated and destroyed.Original question:Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?",147,12,556,"3,877",0,0
5,"Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?",Tolerance,Liberalism (politics),Democratic Party (US politics),1!,1!,1!,"Because Conservatives (Let’s call it the Republican Party for the sake of argument,) weigh choices based on morals. The “Liberal” Left of the Dems, are more focused on feelings, and signal inclusive ideology, but on the Right, we disagree.Who says we need to accept wrong is right?Who says we need to include evil with good?The Left.The Left of the Democratic party is illiberal. That’s why they choose the narrative that Republicans (The party of Abraham Lincoln,) are racist, but promote the evils of socialism, the racism of low expectation, and the ideology that anyone that disagrees with them is a literal Nazi. The Left has nothing left but name-calling.If socialism still seems “nice” to you, please look at Venezuela, a country which Socialism ruined in less than two decades.",28,2,20,25,0,0
5,"Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?",Tolerance,Liberalism (politics),Democratic Party (US politics),1!,1!,1!,"Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?Great question!! I’m going to be VERY interested in the answers. I suspect the incessant whining and snowflaking is because their ‘views’ are so unpopular that it feels like a tidal wave of disapproval when a majority of the public lets you know how they feel about it.They also seem to be singularly unaware that others don’t like being called names any more than they do yet they appear to believe only their feelings matter.",73,5,30,238,0,0
5,"Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?",Tolerance,Liberalism (politics),Democratic Party (US politics),1!,1!,1!,"You’re conflating two very different behaviors.The first is a group of people with one set of beliefs disagreeing with those who hold different beliefs. Everyone in the world is guilty of this, and this is the “intolerance” you are referring to in your question.The second is a group of people with one set of beliefs chiding those with different beliefs, constantly implying that their beliefs are not well considered, are bigoted, are backwards, are idiotic. Then do everything they can to shut them up. This is the intolerance of the left.Only the left attempts to shut down speakers on campus with violence, threats of violence, harassment, property damage, and arson.Only the left attempts to get people fired when their beliefs are shown not to be in lock-step with their own.Only the left attempts to get people deplatformed from social media like Twitter and Youtube.Only the left does everything in their power to silence the people who they disagree with. They abuse the law and abuse administrative processes to do it.We’re not asking you to agree with us, just stop trying to silence us and stop treating us like you’re the only people with legitimate points. We don’t do that shit to you.",46,4,1,5,0,0
5,"Do Republicans notice their party is also intolerant to liberal views, so why do you expect tolerance from the left?",Tolerance,Liberalism (politics),Democratic Party (US politics),1!,1!,1!,"This is nonsense, being intolerant means trying to suppress the views. The Left suppresses views it does not like. I do not observe that conservatives suppress liberals on college campuses. It does use the organs of government to harass its political opponents like Obama used the IRS. The question that defends this behavior or does not recognize that the left is crossing a line is the very thing that is so disturbing. Do not get confused at what tolerance means. It is not that Republicans need to have “liberal views” among Republicans this would mean the party stands for nothing. The knock on the Democrat left is not that it does not have conservatives in its ranks ( I would not expect this). It is rather that they try to suppress the expression of views the other side is making to the general public, students etc.. using force if need be ( AntiFa) or other kinds of organized social ostracism etc.. Even discrimination via government agencies.This is the problem and its unique to the left",56,5,151,"1,987",0,0
6,Do Democrats have any chance of taking the Senate in 2018?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"If the election were held tomorrow, I’d say no.Thankfully, it’s not.I think there is enough time between now and November that things could keep turning in the Democrats’ favor. A few strong candidates can and probably will pick up more momentum, and it will become more evident which candidates aren’t going to make the cut. We will also get a better view of this once we cross a couple primaries.That being said, at the moment I think it’s a tossup.We stand to lose a couple of seats in shaky territory, but I still (along with lots of other analysts) consider them tossups. I get that quite a few of these are “red states,” but the folks elected to these seats were also put there when 45 wasn’t in office. There is a bit more loyalty here for these individuals despite them being Democrats, and less incentive for the citizens of these states to go switching without a significant reason. It would have to take severe missteps on the part of these candidates in order for that to happen, which as far as I know, haven’t been made. I don’t think their chances of getting re-elected are going down necessarily.Heitkamp, McCaskill, Tester, Brown, Nelson, DonnellyYes, I get that this is a lot of vulnerable spots, but I think the prospect is scarier than the reality. I do think that we should expect to see Nelson, and Donnelly lose their seats, though.That being said, I think we have enough support from states that stand a good chance of losing a Republican seat to offset these potential losses.Of these I think Tennessee, Nevada, Texas, and Arizona are most likely to flip. With Nevada and Tennessee having the biggest chances. If we could squeeze out Arizona or Texas, then that would obviously be great, but I don’t think it’s far along enough in the game to tell right now if that’s a yay or a nay.I think Bredesen can take Tennessee.The primaries haven’t been held for the state yet, but Bredesen will get the nomination.He’s polling better[1] than the GOP favorite (Marsha Blackburn) who is trailing him slightly. While there is margin for error there, this is not a slam dunk for the GOP, and in a red state like Tennessee, this is not a good sign for them, and a very good sign for Democrats.I think Bredesen has the edge, being a familiar face (as he was twice elected Governor) and possessing a pretty large amount of crossover appeal. Which Blackburn doesn’t have. And right now, Tennessee really values that. I think this is his race to win. Blackburns to lose.Beto O’Rourke is outraising Cruz in a very large way. It’s kind of awe inspiring to watch.A native Texan. He’s created quite a stir. I think a close race is assured, and I think a win is very possible here.I think it’s too soon to say for sure, but give it a couple of months, and I think we will have a clearer picture.You may say “but, this is Texas.”And you’re right. It is Texas.So why is a Democrat outraising the Republican by millions without a PAC?Nevada is a blue state (voting wise), with a Republican senator, and not one they like very much. I don’t think Heller is staying in his seat.Not much more to say here.Arizona is really a bit too far out to tell. We won’t know until August. However, having three candidates for the GOP nomination is kinda making this one hard to predict. If McSally gets it, then were in trouble. If Ward gets it (still a possibility), were not. Arpaio is not getting it. Not a chance in hell.Simena is a strong Democratic candidate, and she will be hard to beat for all two of the GOP hopefuls.Footnotes[1] Phil Bredesen holds narrow edge over Marsha Blackburn, new Mason-Dixon poll shows",513,7,7.2k,"7,012",0,1
6,Do Democrats have any chance of taking the Senate in 2018?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"Of course they have a chance. But they don’t have a good chance. To put it this way, if the Democrats win 75% of all the races, they will LOSE seats.At this point, it’s too early to tell. If North Korea legitimately gives up their nukes, if Iran doesn’t ramp up their nukes, if the economy stays healthy, the Democrats will probably lose Senate seats.If the negotiations with North Korea are manipulated by Kim Jong-un and/or North Korea reverts to their past behavior and violates any agreement, if we end up in a war with Iran (or they ramp up and acquire nukes), if inflation hits (so it’s not just people who low wages who are hurt—ALL of us feel it, we all effectively take pay cuts), if Mueller either issues a very damning report or the President creates a Constitutional crisis by firing Mueller…any of those and then the Democrats could win the Senate.Too soon to tell for sure.",625,10,698,"2,070",0,0
6,Do Democrats have any chance of taking the Senate in 2018?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"Any chance? Sure. It’s a very slim one, though.They pulled off a similar trick in 2012. The difference was that, then, they had Obama’s coattails to ride on. Obama is not on the ballot this year.And Trump’s approval rating has been rising. At the same time, the generic congressional ballot shows Democrat holding only a 6% lead. That’s not enough, I’m afraid. With our non-proportional system of representation, and with the added impact of gerrymandering, I’m now afraid they’ll fail to capture the House too.I was hoping Republicans would continue selecting candidates like Roy Moore. But, they rejected Blankenship yesterday. Democrats are defending 25 seats, many of them in pretty red states.If I had to put money on it, I’d say that they will lose seats in the Senate. That pains me. This means that we won’t see a liberal Supreme Court for a very, very long time.If any of the 9 Supreme Court justices retires, they will be replaced by another Gorsuch. I really hope RBG lives to be 100.All in all, I’m in a very pessimistic mood about November.",4.3k,210,74.5k,"6,588",0,0
6,Do Democrats have any chance of taking the Senate in 2018?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"Yes, but it’s slim.Right now, in order to retake the senate, the Dems have to hold 25 seats that they currently own and pick up 2 of the 9 seats that the GOP holds.That’s 27/36 elections. 75%.Now, that’s not impossible. But of the 9 seats the GOP holds, two are plausible (NV and AZ) two are super long shots (TN, TX) and the rest might as well not even bother holding an election (places like NE, WY, MS, etc.)And that’s actually the easy part. I’m reasonably confident the Dems will win 2/9 GOP seats, and maybe even surprise us with a 3rd (which I’d guess is going to be TX, where the winds of change are blowing hard).But it’s holding the 25 that’s so darn tough.The Dems would have to hold seats in states that are so red you’d have to search really hard to find two liberals in the same town. Places like MT and IN. And they have to defend with incumbents who are by no means popular in those states (people like Claire McCaskill and Joe Donnelly).Is it impossible? No. But literally everything will have to go right. The Dems can’t afford to lose a single incumbent unless they pull off a small miracle in TN or TX, in which case they can only afford to lose one.That’s a big lift. But it’s not impossible.",4.1k,277,68.8k,"4,811",0,0
6,Do Democrats have any chance of taking the Senate in 2018?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"I think there’s a chance, but minimal. Most of the districts up for grabs are mostly conservative leaning or competitive with Democrats already in them.Heidi Heitcamp is a Democrat running for re-election in North Dakota and it traditionally leans conservative. [ND voted Trump in 2016.]Sherrod Brown (my guy!) is a Democrat from swing state Ohio that isn’t a shoe in. (And he’s damned lucky Kasich decided not to run for senate.) [OH voted Trump in 2016.]Joe Donnelly from moderately-conservative Indiana is definitely not guaranteed a victory. [IN voted Trump in 2016.]Jon Tester from Montana is threatened. [MT voted Trump in 2016.]Claire McCaskill is running for conservative ‘Mizurah’ (Missouri). [MO voted Trump in 2016.]Bill Nelson (from my state, Florida) is slightly expected to lose. [FL voted Trump in 2016.]Now, who is under threat on the GOP side?Dean Heller from Nevada. I actually think this state will swing to the left. [NV voted Clinton in 2016.]MAYBE (if we’re lucky that the demographics have shifted in Arizona), might go Democrat … but it won’t. Know why? Because fucking MARTHA McSALLY, that’s why (who’ll likely get the nom). She’s a friggin’ unicorn. (The only thing she isn’t is non-white, paralyzed and a lesbian with a trans wife and 16 adopted children from different poor countries.) She’s a “she”, on the GOP ticket, she’s a war-hero, colonel in the USAF as a fighter pilot and she beat the evil DoD in a law suit to force women to dress with head-scarves in Islamic nations.Yes, it would be great. The real place for opportunity this year is the US House of Representatives. But like in 2016 … don’t get your hopes up. Don’t bet on it. Don’t pretend that Donald Trump isn’t delivering on his promises (at least sufficiently) to his base to activate them and get them out to vote. Maybe my fellow liberal voters will flock to the polls and change the House, which would be super-duper awesome. I’d love to see Arizona and Nevada hand the Senate to the Democrats. I’d be so happy. But I doubt that’ll happen.",2.2k,71,99k,"14,057",0,1
6,Do Democrats have any chance of taking the Senate in 2018?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"Yes they have a chance. Like 2012 and the “Rape comments” somehow with Moore (who in reality got more votes than Jones with the Write in GOP votes)… a safe R seat went D. Without Alabama… Dems had a 10% chance. Now they have a good chance.NV, AZ, and TN (strong dem nominee like WV factor) will flip most likely. 49+3= 52 and majority.All they have to do is retain IN, FL, ND, MT, MO, WV same time.a) IN + FL which look most likely to flip with Braun & Scott having large resources and able to run strong campaigns. Add on Mike Pence factor in IN, and Donnelly getting in by fluke in 2012. in FL new R registrations> D registrations. Also Scott has proven himself as GOV, and as a moderate.b) ND + MT… ND went D by less than 1% in 2012. Kevin Cramer is the current House Rep, and has strong name recognition, and a certain incumbent like quality. Very popular guy in his state, and can pull it off in ND most likely. Tester has won every election with less than 50% of the vote. Donald Trump jr&sr hate tester with a passion, and have plans to personally target this liberal. Unlike other Red state Dems tester doesn’t even pretend he needs to be a moderate. He is a hardcore liberal, and the way he ruined a Veteran’s life will not go down well with the people of MT who embrace values.c) MO+WVMO won’t flip. Claire has a magic wand that makes sure the GOP self destructs when she runs. In 2012 we had rape comments, and in 2018 we have the GOP gov’s scandal, a lazy nominee who sucks at campaigning, and some sabotage among the GOP at the state level.in WV they have a nominee problem on both sides. The people are used to their senators staying around for decades like Robert Byrd. Manchin is the next Byrd. Even after huge GOP wins consistently, and the 2016 massive landslide there still aren’t people running for the nomination. The same 2 people who always indicated they would run…. ran. (One former Dem, and swamp monster, and another guy from NJ with opioid connections who now has the nomination). Manchin is flawed, and a weak guy who can’t stand up to Schumer… but with no serious competition from anyone in any party he’ll be around until he retires.d) MI, WI, PA, OHlimited to No chance for Republicans. MI has a great nominee (veteran, and African American). But he has no resources, and no name recognition. WI same situation. PA won’t have 2 R senators. Sherrod brown is Pro-Tariff, and has his own brand… he won’t lose.",108,3,7,44,0,0
6,Do Democrats have any chance of taking the Senate in 2018?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"Highly unlikely. In fact, I am becoming more and more confident that the Republicans might hold on to the House too, along with the Senate.I expect the Republicans to win in West Virginia, a state Trump carried by 45 points, and Indiana, Mike Pence’s home state. There is a good chance that Governor Rick Scott of Florida snatches the seat from Democrat Bill Nelson.Montana, North Dakota, and Missouri are also places Republicans have a good chance of winning.Now on the Democrat side, they could take Nevada, from the Republicans, and Tennessee.The rest of the states, I predict will stay with the incumbent. However, we can never know for sure.",139,3,21,23,0,0
4,Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?,Democratic Party (US politics),Hillary Clinton,1!,1!,1!,1!,"Look here bud. I’ve lived through four presidents: Clinton, Bush, Obama, and now Trump. I don’t even remember Clinton (born ‘97). I barely remember Bush but I fully remember just how badly he bungled the war in Iraq and then how badly the economy folded on his watch. He was so unpopular by the end of his Presidency that even some of the most ardent Republicans had turned on him by the end.So for the sake of argument, let’s say that I’ve been conscious, meaning that I had a basic understanding their actions, of two presidents: Obama and Trump. There is no comparison in my mind. Obama could be maddeningly indecisive sometimes and under his leadership, the vast technocracy that was built up was often inefficient at the best of times. There were times when I wondered, where’s Obama when you need him and why did he do this when this would have worked so much better. There was even a point at which I got so frustrated with his activities that I considered changing my registration to Republican. But at the end of the day, I had enough faith in the man’s consistency to be able to go to sleep knowing that we had a diligent watchman in the White House and that I had a general idea of what he was going to do.Having put up with Trump for nearly three years by this point, all the way back when he first declared his candidacy, I see none of the traits that made me trust Obama. He is disinterested in the job, fails to learn from anyone or anything, and has generally spent the past three years behaving like a dick to everyone. His blithe attitude is absolutely terrifying and I have no idea what he’s going to do next. I have no patience for crazy like a fox. And as for his government, I’d take the Democratic technocracy with all its inefficiencies, red tape, and slowness over the much worse Republican kleptocracy. Under full Republican control: nepotism and cronyism are rampant, there’s more FUD, and the minute a real crisis hits this country, I have absolutely no confidence that Trump will be able to deal with it.So quite frankly, I don’t see any way in which the Democrats, Obama, or Hillary are the problem with this country. I find them maddeningly indecisive at times and their solutions often don’t work the way they intend. But I also know that they would never tolerate the current government the way Republicans are. They would never have allowed Betsy Devos to get out of committee let alone serve as Secretary of Education, would have effectively vetted Michael Flynn before making him National Security Advisor, and would most certainly not be turning a blind eye to the very real issue of a foreign power interfering in our electoral integrity. What you don’t seem to realize is that those of us who came of age or are coming of age, along with everyone else in this country, can see what’s going on. We can see what the President and Congress do everyday: Twitter doesn’t lie, live-streaming doesn’t lie, it is easier nowadays to catch someone in the act than at any point in history. And quite frankly, it doesn’t reflect well on people like you when you openly insist on something that very obviously never happened.",491,23,34,298,0,0
4,Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?,Democratic Party (US politics),Hillary Clinton,1!,1!,1!,1!,"The obstacle is liberals themselves. Liberals displayed an infuriating inability to understand both their own self-interest and the nature of the problems that faced the country — and the liberal/progressive quarterbacking is evidence that they still haven't learned their lesson.First, apropos of Paul Krugman, let's consider an alternate history that might have won Democrats the 2010 election. The moment Obama is inaugurated, Senate Democrats use their supermajority to pass a stimulus twice as big as the Recovery Act, plus 25 percent to be safe, plus additional triggers for more stimulus in case unemployment didn't come down fast enough, topped off with a big homeowner assistance package. They immediately fill empty seats on the Federal Reserve board with fervent advocates of monetary stimulus. They pass aggressively left-wing health care reform — what came out of the House, or universal Medicare.With the help of filibuster reform, all this could have been done at the same time. Indeed, this agenda could have been polished off in a couple of months, instead of wasting weeks of floor time letting cloture petitions ripen. This program could have easily gotten unemployment down to 5-6 percent. It would have inspired massive enthusiasm and turnout among Democrats.In reality, the stimulus was too small (which was painfully obvious at the time). Homeowner assistance was a colossal failure. ObamaCare, a bloated mix of conservative and liberal proposals, was caricatured as a commie assault on freedom anyway. By election month in 2010, unemployment was 9.8 percent, only two tenths of a percentage point from its peak in 2009.The reason all this happened is that Democrats, especially in the Senate, are a bunch of spineless porridge creatures, wholly owned by the financial sector, who continually failed to grasp that being cautious and timid in power during a huge recession was highly politically risky. They were obsessed with ridiculous Beltway shibboleths like the deficit, and got slaughtered at the polls as a result.Progressives have a lot to learn in the wake of Donald Trump’s astounding victory 2 years ago, and chief among those lessons may be this: the old ways don’t seem to work anymore. The tried-and-true formula of liberal success served reasonably well throughout the young twenty-first century and quite well throughout much of the second half of the twentieth. Yet this boiling stew of identity politics centering on race, sex, and sexual orientation failed the Democrats at precisely the moment it should have been their Excalibur. That means no more “war on women” hysteria, no more wild claims that Republicans are going to send black Americans back to the antebellum South, no more screaming that proponents of traditional marriage are morally and functionally equivalent to Nazis. Regarding the “narrower…highly charged” issues, especially “those touching on sexuality and religion.Many liberals have grown up in a toxic social-media-fueled stew of racial histrionics and paranoia: they have been taught that every police shooting of a black man is a modern-day lynching, every real or imagined “microagression” against an ethnic minority is an act of mini-terrorism, and every criticism of a black president is a hatred-fueled injustice. Knee-jerk beliefs like this are difficult to unlearn, particularly as mainstream liberals in politics and the media have more or less reinforced them for the better part of a decade.In schools under the direction of the liberal National Education Association and other like-minded state education associations and departments of education, the liberals have systematically dismantled our educational system over the past three decades or more in hopes of recreating it in their image.The quality of education has declined precipitously in all areas — math, reading, English, science, civics, history, etc. — under their direction, and has been supplanted in large part by such things as sex education, gender identity, political indoctrination, safe spaces for overly sensitive students, social and moral experimentation, etc., etc. But they would love to blame conservatives because It is typical of liberals to blame conservatives for the problems they create.Liberals do thier utmost to destroy free speech and we see this every day as campus agitators use identity politics to grant certain opinions authority based on the race, gender, etc. of those who espouse them, and insist that those with opposing points of view are committing “verbal violence” and that physical violence can be used to combat it. Social media platforms have become censors. Twitter, Facebook, Instagram et.al have all started censoring speech they find offensive. Normally that falls within the conservative realm.Is it all liberals..no..it isnt. But they own a large share of the problems. Examples are Political correctness achieves the opposite of its intent, Redistribution of wealth fails to achieve economic equality and prosperity, Centrally planned economies fail more people than they help, Private property rights protect the environment better than big government, Capitalism causes more wealth than big government, Equal protection under the law is impossible under liberalism, Liberalism cannot protect citizens while appeasing the enemies of the culture and last but not least The “safety net “ has no protection from wasteful politicians and will go bankrupt financially while simultaneously promoting a culture of dependence.Liberalism itself excuses irresponsible behavior by appeasing the mooching voters with redistributed wealth. And thus, perpetuates poor fiscal habits by denying free citizens the important freedom to fail from their poor decisions and to learn (and possibly to improve) from necessary mistakes. This denial of human nature and needed education in reality is a function of liberal inability to accept the proven self corrective characteristics of individual liberty and capitalism. Individually, sheltered children have an obvious and distinct disadvantage from children whose parents allowed their exploration of life’s trials and tribulations. Sheltered children grow into spoiled and dependent adults.",148,0,12,9,0,1
4,Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?,Democratic Party (US politics),Hillary Clinton,1!,1!,1!,1!,"This is the World’s Prosperity Index from greatest to least. The problem with the Democrats that make them so different from the political parties in these countries is that they are a Center Right verging on Far Right political party that is the closest thing we have in the USA to a Left leaning party.The REAL disease in this country are the Republicans who keep us from being like one of the BETTER countries. Revealed: The world's happiest, safest and richest countriesGlobal Prosperity Index - the full rankingNew ZealandNorwayFinlandSwitzerlandCanadaAustraliaNetherlandsSwedenDenmarkUnited KingdomGermanyLuxembourgIrelandIcelandAustriaBelgiumUnited States",270,22,67,130,0,1
4,Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?,Democratic Party (US politics),Hillary Clinton,1!,1!,1!,1!,"“Daniel Albert, American citizen and writer living in NorwayBecause you consistently fail to use logic and data to explain it.”I see mister Albert is not willing to support his claim.It seems that the Democrats had, recently, an eight year run to do the things they wanted. Most of what they tried did nothing for the economy or the overall well being of the people.Of course Mr Albert, were he amenable to discussion, would simple say there is no logic nor data.Well the logic and data lies in the economic data of the nation. During the Democrat administration of the US the economy as a whole did poorly. GDP growth was the lowest in decades, hovering just below 2% for nearly the entire eight years. Large numbers of people were out of work, though many were not counted.Now under a different political administration all groups in the nation are seeing historically low unemployment rates and the workforce participation rate is up as well.",67,1,63,"1,113",0,0
4,Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?,Democratic Party (US politics),Hillary Clinton,1!,1!,1!,1!,"Why can’t people like you understand that no one among the Democrats CARES about ‘Hillary’ in ANY shape or fashion? ‘Hillary’ is a SPENT FORCE that has NO influence on the current Democratic Party in any way, shape, or fashion. ‘What’s wrong with this country’ has NOTHING TO DO with ‘Hillary,’ or ‘Democrats’ either, but can be DIRECTLY blamed on REPUBLICANS in EVERY circumstance. ‘Great Recession?’ Republicans. ‘Unfunded wars in the Middle East?’ Republicans. Lack of a working national healthcare plan? Republicans.",319,15,55,781,0,0
4,Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?,Democratic Party (US politics),Hillary Clinton,1!,1!,1!,1!,"I’m not sure you can put Hillary in the same group as most Democrats.Democrats do HAVE a real problem in this country, which is that they can’t seem to realize that Democratic leadership DOESN’T BELIEVE IN WHAT THEY TELL THEIR MEMBERS.That is what has given rise to Bernie Sanders. Whether you like him or not, at least he actually believes in what the Democratic Party used to stand for.Everybody talks about “Fake News” these days, but maybe they should be talking about “Fake Democrats”.Obama was elected with 60 votes in the Senate and 58.8% of the House.What did the “Fake Democrats” do with unlimited power?What happened to the EVIL BUSH TAX CUTS which only helped the rich? Obama extended them by two years!Obama signs bill to extend Bush-era tax cuts for two more yearsWhat happened to TAXING THE RICH AND MAKING THEM PAY THEIR “FAIR” SHARE?""I didn't raise taxes once. I lowered taxes over the last two years,"" Obama said.(2/6/11)Bill O’Reilly’s interview with President Obama (Transcript)Obama orchestrated a massive transfer of wealth to the 1 percentObama admits 95% of income gains gone to top 1%The greatest transfer of wealth in historyWhat happened to RASING THE MINIMUM WAGE to 9.50 by 2011?Quote - It is now four years later, and there has been no increase to the minimum wage. There has been no congressional vote, much less a whisper from the White House on the minimum wage.Where is Obama’s promised minimum-wage hike?What happened to PROTECTING THE ENVIROMENT?Obama administration OK's dumping 76 billion gallons of wastewater into Gulf of Mexico before quietly approving hundreds of offshore fracking permitsGulf oil spill: White House blocked and put spin on scientists' warningsNot only did Obama and his foreign supporters cause the greatest environmental disaster in US history, but Obama tried to cover it up and hindered cleanup efforts. This oil has now worked its way into our food chain.Barack Obama under fire for grossly underestimating Gulf oil spillThe worst part about BP’s oil-spill cover-up: It workedOil From BP Spill Has Officially Entered the Food ChainHow Obama became the oil president.President Obama Gets It: Fracking Is AwesomeIf George Bush was President what would have been different? No taxes on the wealthy, No taxes on corporations, No repeal of tax cuts, No Green Energy, No punishments of Wall Street Bankers who broke the law, No Free College Educations, The Largest Environmental Disaster in US history, No end to fracking, and on… and on… and on….As we watch Liberals bash Trump for 3.9% unemployment, the largest tax SURPLUS in history, lowering poverty, raising wealth, saving UNION JOBS from unfair trade deals, defeating our enemies etc…Do you really have to wonder why they can’t figure out what is wrong with the country?They can’t even figure out that their own leadership doesn’t believe a word they tell them.",459,15,195,537,0,13
4,Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?,Democratic Party (US politics),Hillary Clinton,1!,1!,1!,1!,"Ummm…The left would be Hillary Clinton and the rest of the Democrats (which should also be the name of HRC’s bluegrass band.)While hearing “everything bad is your fault!” from the right is hardly novel, it is also hardly meaningful.Original question:Why can’t the Left seem to grasp the fact that Hillary Clinton and the rest of the Democrats are what’s actually wrong with this country?",519,12,556,"3,877",0,0
